
 Lista de Imóveis da Caixa;;Data de geração:;12/12/2025;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8555534763289 ;SP ;ARACATUBA ;AEROPORTO ;VIA AGUINALDO FERNANDO DOS SANTOS, N. 965, CS173 ;135.000,00;135.000,00;0.00;Casa, 40.47 de área total, 40.47 de área privativa, 95.00 de área do terreno,  2 qto(s), 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555534763289
 8787707969674 ;SP ;ARACATUBA ;CHACARAS SOSSEGO ;ESTR. MUN.CARAM REZEK, RUA DEZ, N. 133, ;155.000,00;155.000,00;0.00;Casa, 49.18 de área total, 49.18 de área privativa, 140.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707969674
 8787714243799 ;SP ;ARACATUBA ;ROSELE ;RUA NOEL ROSA, N. 719, Apto 401, BL03 - 4º PAV - VG18 ;146.791,54;135.000,00;0.00;Apartamento, 84.65 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714243799
 8787708867883 ;SP ;ARARAQUARA ;JD AMERICA VILA XAVI ;AVENIDA MASSAIUQUI SANO, N. 90, Apto 304, BL 01 ;72.847,78;194.000,00;62.45;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708867883
 8444412538122 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;AVENIDA PROFESSOR GUSTAVO FLEURY CHARMIL, N. 381, Apto 22, BLOCO SAMAMBAIA ;62.815,50;120.000,00;47.66;Apartamento, 0.00 de área total, 51.65 de área privativa, 0.01 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444412538122
 8787711008330 ;SP ;ARARAQUARA ;ALTOS DO JARAGUA ;AVENIDA GOVERNADOR ORESTES QUERCIA, N. 1301, Apto 302, BL 28 ;96.553,20;175.000,00;44.83;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711008330
 8555538883475 ;SP ;ARARAQUARA ;PARQUE RESIDENCIAL IGUATEMI ;AVENIDA MIGUEL BUCALEM, N. 468, Apto 403, BL 10 ;78.224,72;140.000,00;44.13;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538883475
 8555540156291 ;SP ;ARARAQUARA ;PARQUE RESIDENCIAL IGUATEMI ;AVENIDA MIGUEL BUCALEM, N. 468, Apto 103, BL 20 ;68.787,97;120.000,00;42.68;Apartamento, 88.74 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555540156291
 8555535535859 ;SP ;ARARAQUARA ;JARDIM DOS OITIS ;RUA JOSE MARIA FERREIRA BRANDAO, N. 1070, Apto 31, BL 03 ED RES VILLA GALLI 3 ;78.201,87;135.000,00;42.08;Apartamento, 50.59 de área total, 45.72 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555535535859
 8555540180486 ;SP ;ARARAQUARA ;PARQUE RESIDENCIAL IGUATEMI ;AVENIDA MIGUEL BUCALEM, N. 468, Apto 102, BL 22 ;72.988,41;126.000,00;42.08;Apartamento, 76.24 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555540180486
 8787702514954 ;SP ;ARARAQUARA ;JARDIM AMERICA (VILA XAVIER) ;AV AMERICA, N. 917, Apto 103, BL 06 ;72.988,41;126.000,00;42.08;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702514954
 8787709623481 ;SP ;ARARAQUARA ;CAMPOS VILLE ;RUA ARISTIDES FERNANDES, N. 485, Apto 01,  BLOCO D TORRE 3 ;79.360,41;137.000,00;42.08;Apartamento, 87.16 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709623481
 8787715827530 ;SP ;ARARAQUARA ;ALTOS DO JARAGUA ;AVENIDA GOVERNADOR ORESTES QUERCIA, N. 1201, Apto 303, BL 15 ;75.884,78;131.000,00;42.08;Apartamento, 83.66 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715827530
 8444425204287 ;SP ;ARARAQUARA ;VILA CIDADE INDUSTRIAL (VILA XAVIER) ;RUA BAHIA, N. 2791, Apto 12, BL D ;81.964,82;140.000,00;41.46;Apartamento, 93.79 de área total, 46.33 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425204287
 8555530633291 ;SP ;ARARAQUARA ;PARQUE LARANJEIRAS ;AV PAULINO RODELLA, N. 1234, Apto 202, BL 01 ;88.404,91;151.000,00;41.46;Apartamento, 91.62 de área total, 45.25 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555530633291
 8555536419046 ;SP ;ARARAQUARA ;JARDIM DOS OITIS ;RUA JOSE MARIA FERREIRA BRANDAO, N. 1071, Apto 43, BLOCO 06 ;89.575,84;153.000,00;41.46;Apartamento, 51.28 de área total, 45.72 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555536419046
 8555538964955 ;SP ;ARARAQUARA ;JARDIM UNIVERSAL ;RUA MAHIBA BARCHA, N. 90, Apto 303, PAV 3 BL 09 ;81.964,82;140.000,00;41.46;Apartamento, 117.45 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538964955
 8555539311483 ;SP ;ARARAQUARA ;PARQUE RESIDENCIAL IGUATEMI ;AVENIDA MIGUEL BUCALEM, N. 468, Apto 101, BL 18 ;81.964,82;140.000,00;41.46;Apartamento, 88.59 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539311483
 8555540193782 ;SP ;ARARAQUARA ;PARQUE RESIDENCIAL IGUATEMI ;AVENIDA MIGUEL BUCALEM, N. 468, Apto 104, BL 12 ;84.892,14;145.000,00;41.46;Apartamento, 88.74 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555540193782
 8555540266089 ;SP ;ARARAQUARA ;JARDIM DOS OITIS ;RUA JOSE MARIA FERREIRA BRANDAO, N. 1070, Apto 21, BL 3 - ED RES VILLA GALLI 3 ;81.964,82;140.000,00;41.46;Apartamento, 50.59 de área total, 45.72 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555540266089
 8787706114462 ;SP ;ARARAQUARA ;SOLIDARIEDADE ;RUA SAMUEL BRASIL BUENO, N. 445, Apto 301, BL 11 ;90.746,77;155.000,00;41.46;Apartamento, 89.67 de área total, 43.20 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706114462
 8787708010532 ;SP ;ARARAQUARA ;JARDIM AMERICA (VILA XAVIER) ;AVENIDA MASSAIUQUI SANO, N. 90, Apto 203, BLOCO 4 ;81.964,82;140.000,00;41.46;Apartamento, 87.72 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708010532
 8787708258712 ;SP ;ARARAQUARA ;JARDIM QUITANDINHA II ; AVENIDA D, N. 173, Apto 404, BL 07 ;86.063,06;147.000,00;41.46;Apartamento, 89.57 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708258712
 8787711183612 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;RUA LAURINDO FERREIRA FILHO, N. 547, Apto 33, BL B T 03 ;83.721,21;143.000,00;41.46;Apartamento, 65.21 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711183612
 8787711604022 ;SP ;ARARAQUARA ;JARDIM SANTA CLARA (VILA XAVIER) ;RUA PRESIDENTE JOAO BELCHIOR MARQUES GOU, N. 873, Apto 402, BL 08 ;87.819,45;150.000,00;41.46;Apartamento, 97.04 de área total, 44.14 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711604022
 8787712519215 ;SP ;ARARAQUARA ;JARDIM BRASIL (VILA XAVIER) ;AVENIDA JOAQUIM VIEIRA DOS SANTOS, N. 2929, Apto 4, BL A TORRE 4 ;89.575,84;153.000,00;41.46;Apartamento, 90.49 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712519215
 8787712712228 ;SP ;ARARAQUARA ;CAMPOS VILLE ;RUA ARISTIDES FERNANDES, N. 485, Apto 24, BL B TORRE 4 ;87.233,99;149.000,00;41.46;Apartamento, 64.72 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712712228
 8787719329918 ;SP ;ARARAQUARA ;JARDIM AMERICA (VILA XAVIER) ;AVENIDA SANTA ADELIA, N. 900, Apto 03, BL 14 ;87.819,45;150.000,00;41.46;Apartamento, 55.92 de área total, 49.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719329918
 8555536419143 ;SP ;ARARAQUARA ;JARDIM DOS OITIS ;RUA JOSE MARIA FERREIRA BRANDAO, N. 1071, Apto 23, BLOCO 03 ;98.370,70;166.000,00;40.75;Apartamento, 51.28 de área total, 45.72 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555536419143
 8555537917848 ;SP ;ARARAQUARA ;JARDIM DOS OITIS ;RUA JOSE MARIA FERREIRA BRANDAO, N. 1071, Apto 31, BL 04 ;96.000,33;162.000,00;40.75;Apartamento, 51.28 de área total, 45.72 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537917848
 8787703198550 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;AV PROF GUSTAVO FLEURY CHARMIL, N. 604, Apto 32, BL A TORRE 2 ;105.185,54;177.500,00;40.75;Apartamento, 89.19 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703198550
 8787704713652 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;AVENIDA PROFESSOR GUSTAVO FLEURY CHARMIL, N. 604, Apto 31, BL C  TR 3 ;100.741,08;170.000,00;40.75;Apartamento, 89.19 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704713652
 8787710661561 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;RUA ALESSIO SANTINI, N. 260, Apto 14, BL C TORRE 4 ;94.815,14;160.000,00;40.75;Apartamento, 87.46 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710661561
 8787711530207 ;SP ;ARARAQUARA ;JARDIM SAO RAFAEL I ; ESTRADA MUNICIPAL ARA 347, N. 145, Apto 104, TORRE 2 ;100.741,08;170.000,00;40.75;Apartamento, 105.01 de área total, 47.85 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711530207
 8787711660330 ;SP ;ARARAQUARA ;JARDIM PANORAMA ;AV CAPITAO NORAY DE PAULA E SILVA, N. 41, Apto 504, BL 03 ;100.741,08;170.000,00;40.75;Apartamento, 89.00 de área total, 47.84 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711660330
 8787712022817 ;SP ;ARARAQUARA ;JARDIM DAS GAIVOTAS ;AVENIDA CAPITÃO NORAY DE PAULA E SILVA, N. 41, Apto 502, BL 7 ;98.370,70;166.000,00;40.75;Apartamento, 89.28 de área total, 47.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712022817
 8787712114703 ;SP ;ARARAQUARA ;JARDIM SANTA CLARA (VILA XAVIER) ;RUA PRESIDENTE JOAO BELCHIOR MARQUES GOULART, N. 873, Apto 201, BL 5 PAVIMENTO 2 ;100.741,08;170.000,00;40.75;Apartamento, 110.11 de área total, 44.14 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712114703
 8787713582328 ;SP ;ARARAQUARA ;CAMPOS VILLE ;RUA ARISTIDES FERNANDES, N. 485, Apto 22, BL D TORRE 3 ;96.000,33;162.000,00;40.75;Apartamento, 87.16 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713582328
 8787713607550 ;SP ;ARARAQUARA ;VILA MELHADO ;AVENIDA CAPITAO NORAY DE PAULA E SILVA, N. 41, Apto 302, 3º PAVIMENTO, BLOCO 08 ;104.000,35;175.500,00;40.75;Apartamento, 89.28 de área total, 47.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713607550
 8787714248030 ;SP ;ARARAQUARA ;JARDIM BRASIL (VILA XAVIER) ;AVENIDA JOAQUIM VIEIRA DOS SANTOS, N. 2929, Apto 02, BL D  T05 ;96.592,92;163.000,00;40.75;Apartamento, 90.49 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714248030
 8787714497812 ;SP ;ARARAQUARA ;JARDIM BRASIL (VILA XAVIER) ;AVENIDA JOAQUIM VIEIRA DOS SANTOS, N. 2929, Apto 21, BL B TORRE 4 ;92.444,76;156.000,00;40.75;Apartamento, 90.49 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714497812
 8787714506889 ;SP ;ARARAQUARA ;JARDIM BRASIL (VILA XAVIER) ;AVENIDA JOAQUIM VIEIRA DOS SANTOS, N. 2929, Apto 31, PAV 03 BL C TORRE 04 ;100.741,08;170.000,00;40.75;Apartamento, 90.49 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714506889
 8787714952277 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;RUA LAURINDO FERREIRA FILHO, N. 547, Apto 23, BL C T01 ;97.680,57;164.835,40;40.75;Apartamento, 89.44 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714952277
 8787716000605 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;RUA ALESSIO SANTINI, N. 260, Apto 24, BL B TR 03 ;105.481,84;178.000,00;40.75;Apartamento, 87.46 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716000605
 8787717129296 ;SP ;ARARAQUARA ;JARDIM SANTA CLARA (VILA XAVIER) ;R PRES JOAO BELCHIOR MARQUES GOULART, N. 873, Apto 104, BL 09 ;103.704,06;175.000,00;40.75;Apartamento, 115.98 de área total, 54.09 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717129296
 8787719073948 ;SP ;ARARAQUARA ;VILA MELHADO ;AVENIDA CAPITAO NORAY DE PAULA E SILVA, N. 41, Apto 404, BL 09 ;106.667,03;180.000,00;40.75;Apartamento, 89.01 de área total, 47.84 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719073948
 8787719098444 ;SP ;ARARAQUARA ;JARDIM BRASIL (VILA XAVIER) ;AVENIDA JOAQUIM VIEIRA DOS SANTOS, N. 2929, Apto 32, PAV 03 BL B TORRE 04 ;103.704,06;175.000,00;40.75;Apartamento, 90.49 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719098444
 8444413853951 ;SP ;ARARAQUARA ;JARDIM CRUZEIRO DO SUL I E II ;RUA JOAO BONANI, N. 101, QD D AREA B DESDOBRO LT 10 ;114.017,14;188.640,95;39.56;Casa, 59.65 de área total, 59.65 de área privativa, 210.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444413853951
 8444426862636 ;SP ;ARARAQUARA ;PARQUE RESIDENCIAL JATOBA ;AVENIDA TENENTE JOVEM BENEDICTO DE MORAE, N. 16, LT 217 QD I ;123.904,77;205.000,00;39.56;Casa, 60.00 de área total, 60.00 de área privativa, 200.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426862636
 8787702717308 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;AVENIDA PROFESSOR GUSTAVO FLEURY CHARMIL, N. 604, Apto 33, CTORRE 04 ;114.838,57;190.000,00;39.56;Apartamento, 89.19 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702717308
 8787707567088 ;SP ;ARARAQUARA ;PARQUE RESIDENCIAL LAURA MOLINA ;AVENIDA SEBASTIAO GONCALVES FERREIRA, N. 1231, LT 371 ;128.135,66;212.000,00;39.56;Casa, 43.33 de área total, 43.33 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s).;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707567088
 8787707968953 ;SP ;ARARAQUARA ;JARDIM PANORAMA ;AVENIDA CAPITAO NORAY DE PAULA E SILVA, N. 41, Apto 104, BL 05 ;133.575,38;221.000,00;39.56;Apartamento, 114.92 de área total, 64.11 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707968953
 8787708329172 ;SP ;ARARAQUARA ;JARDIM PANORAMA ;AVENIDA CAPITAO NORAY DE PAULA E SILVA, N. 41, Apto 304,  BL 04 ;126.322,42;209.000,00;39.56;Apartamento, 89.00 de área total, 47.84 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708329172
 8787708772165 ;SP ;ARARAQUARA ;VILA MELHADO ;AVENIDA CAPITAO NORAY DE PAULA E SILVA, N. 41, Apto 304, BL 02 PAV 03 ;119.673,87;198.000,00;39.56;Apartamento, 89.00 de área total, 47.84 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708772165
 8787710606749 ;SP ;ARARAQUARA ;CAMPOS VILLE ;RUA ARISTIDES FERNANDES, N. 485, Apto 01, BL F TORRE 4 ;117.860,63;195.000,00;39.56;Apartamento, 87.16 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710606749
 8787712827122 ;SP ;ARARAQUARA ;JARDIM SAO RAFAEL I ;RUA ROBERTO APARECIDO GUILHERME, N. 145, Apto 104, TORRE 9 ;120.882,70;200.000,00;39.56;Apartamento, 105.01 de área total, 47.85 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712827122
 8787713883328 ;SP ;ARARAQUARA ;JARDIM SAO RAFAEL I ;RUA ROBERTO APARECIDO GUILHERME, N. 145, Apto 503, T 06 ;122.091,53;202.000,00;39.56;Apartamento, 105.01 de área total, 47.85 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713883328
